country_iso3,country_name,year,pathway,vulnerability,resilience,risk,vulnerability_level,resilience_level,risk_level,n_indicators
SAU,Saudi Arabia,2014,Overall,0.2078,0.294,0.4569,low,low,moderate,17
SAU,Saudi Arabia,2015,Overall,0.212,0.3156,0.4482,low,low,moderate,17
SAU,Saudi Arabia,2016,Overall,0.236,0.2892,0.4734,low,low,moderate,17
SAU,Saudi Arabia,2017,Overall,0.2119,0.2856,0.4631,low,low,moderate,17
SAU,Saudi Arabia,2018,Overall,0.2062,0.303,0.4516,low,low,moderate,17
SAU,Saudi Arabia,2019,Overall,0.2035,0.2933,0.4551,low,low,moderate,17
SAU,Saudi Arabia,2020,Overall,0.2087,0.2838,0.4625,low,low,moderate,17
SAU,Saudi Arabia,2021,Overall,0.2027,0.3102,0.4463,low,low,moderate,17
SAU,Saudi Arabia,2022,Overall,0.1957,0.3219,0.4369,very low,low,moderate,17
SAU,Saudi Arabia,2023,Overall,0.1876,0.303,0.4423,very low,low,moderate,17
SAU,Saudi Arabia,2024,Overall,0.1209,0.3126,0.4042,very low,low,moderate,17
SOM,Somalia,2005,Climate,,0.7547,0.2453,,high,low,1
SOM,Somalia,2006,Climate,,0.7547,0.2453,,high,low,1
SOM,Somalia,2007,Climate,,0.7547,0.2453,,high,low,1
SOM,Somalia,2008,Climate,,0.7547,0.2453,,high,low,1
SOM,Somalia,2009,Climate,,0.7547,0.2453,,high,low,1
SOM,Somalia,2010,Climate,,0.7547,0.2453,,high,low,1
SOM,Somalia,2011,Climate,,0.7547,0.2453,,high,low,1
SOM,Somalia,2012,Climate,,0.7547,0.2453,,high,low,1
SOM,Somalia,2013,Climate,,0.7547,0.2453,,high,low,1
SOM,Somalia,2014,Climate,,0.7547,0.2453,,high,low,1
SOM,Somalia,2015,Climate,,0.7547,0.2453,,high,low,1
SOM,Somalia,2016,Climate,,0.7547,0.2453,,high,low,1
SOM,Somalia,2017,Climate,,0.7547,0.2453,,high,low,1
SOM,Somalia,2018,Climate,,0.7547,0.2453,,high,low,1
SOM,Somalia,2019,Climate,,0.7547,0.2453,,high,low,1
SOM,Somalia,2020,Climate,,0.7547,0.2453,,high,low,1
SOM,Somalia,2021,Climate,,0.7547,0.2453,,high,low,1
SOM,Somalia,2022,Climate,,0.7547,0.2453,,high,low,1
SOM,Somalia,2023,Climate,,0.7547,0.2453,,high,low,1
SOM,Somalia,2024,Climate,,0.7547,0.2453,,high,low,1
SOM,Somalia,2005,Conflict,0.4167,0.4527,0.482,moderate,moderate,moderate,5
SOM,Somalia,2006,Conflict,0.4499,0.4478,0.501,moderate,moderate,moderate,5
SOM,Somalia,2007,Conflict,0.5077,0.3515,0.5781,moderate,low,moderate,5
SOM,Somalia,2008,Conflict,0.5852,0.3042,0.6405,moderate,low,high,5
SOM,Somalia,2009,Conflict,0.4984,0.1705,0.664,moderate,very low,high,6
SOM,Somalia,2010,Conflict,0.5336,0.1761,0.6787,moderate,very low,high,6
SOM,Somalia,2011,Conflict,0.5213,0.1654,0.678,moderate,very low,high,6
SOM,Somalia,2012,Conflict,0.5582,0.2028,0.6777,moderate,low,high,6
SOM,Somalia,2013,Conflict,0.4654,0.1487,0.6583,moderate,very low,high,7
SOM,Somalia,2014,Conflict,0.4701,0.169,0.6505,moderate,very low,high,7
SOM,Somalia,2015,Conflict,0.5437,0.1708,0.6864,moderate,very low,high,7
SOM,Somalia,2016,Conflict,0.5745,0.1546,0.71,moderate,very low,high,7
SOM,Somalia,2017,Conflict,0.4706,0.1385,0.666,moderate,very low,high,7
SOM,Somalia,2018,Conflict,0.4825,0.122,0.6803,moderate,very low,high,7
SOM,Somalia,2019,Conflict,0.5522,0.1298,0.7112,moderate,very low,high,7
SOM,Somalia,2020,Conflict,0.5678,0.1236,0.7221,moderate,very low,high,7
SOM,Somalia,2021,Conflict,0.5838,0.133,0.7254,moderate,very low,high,7
SOM,Somalia,2022,Conflict,0.5865,0.1459,0.7203,moderate,very low,high,7
SOM,Somalia,2023,Conflict,0.6183,0.1105,0.7539,high,very low,high,7
SOM,Somalia,2024,Conflict,0.3175,0.1159,0.6008,low,very low,high,7
SOM,Somalia,2005,Development,0.4807,0.2299,0.6254,moderate,low,high,7
SOM,Somalia,2006,Development,0.4915,0.2076,0.6419,moderate,low,high,7
SOM,Somalia,2007,Development,0.4879,0.2106,0.6387,moderate,low,high,7
SOM,Somalia,2008,Development,0.5113,0.2127,0.6493,moderate,low,high,7
SOM,Somalia,2009,Development,0.5409,0.221,0.6599,moderate,low,high,7
SOM,Somalia,2010,Development,0.5437,0.2202,0.6618,moderate,low,high,7
SOM,Somalia,2011,Development,0.701,0.2207,0.7402,high,low,high,7
SOM,Somalia,2012,Development,0.556,0.2235,0.6663,moderate,low,high,7
SOM,Somalia,2013,Development,0.5286,0.2646,0.632,moderate,low,high,7
SOM,Somalia,2014,Development,0.5265,0.2649,0.6308,moderate,low,high,7
SOM,Somalia,2015,Development,0.5277,0.281,0.6234,moderate,low,high,7
SOM,Somalia,2016,Development,0.5164,0.2397,0.6383,moderate,low,high,7
SOM,Somalia,2017,Development,0.5476,0.1978,0.6749,moderate,very low,high,8
SOM,Somalia,2018,Development,0.533,0.1355,0.6987,moderate,very low,high,8
SOM,Somalia,2019,Development,0.5133,0.1427,0.6853,moderate,very low,high,8
SOM,Somalia,2020,Development,0.5709,0.1031,0.7339,moderate,very low,high,8
SOM,Somalia,2021,Development,0.5345,0.1571,0.6887,moderate,very low,high,8
SOM,Somalia,2022,Development,0.521,0.1478,0.6866,moderate,very low,high,8
SOM,Somalia,2023,Development,0.5082,0.1694,0.6694,moderate,very low,high,8
SOM,Somalia,2024,Development,0.5179,0.1625,0.6777,moderate,very low,high,8
SOM,Somalia,2005,Overall,0.4487,0.4791,0.4848,moderate,moderate,moderate,13
SOM,Somalia,2006,Overall,0.4707,0.4701,0.5003,moderate,moderate,moderate,13
SOM,Somalia,2007,Overall,0.4978,0.4389,0.5294,moderate,moderate,moderate,13
SOM,Somalia,2008,Overall,0.5483,0.4239,0.5622,moderate,moderate,moderate,13
SOM,Somalia,2009,Overall,0.5196,0.3821,0.5688,moderate,low,moderate,14
SOM,Somalia,2010,Overall,0.5387,0.3837,0.5775,moderate,low,moderate,14
SOM,Somalia,2011,Overall,0.6111,0.3803,0.6154,high,low,high,14
SOM,Somalia,2012,Overall,0.5571,0.3937,0.5817,moderate,low,moderate,14
SOM,Somalia,2013,Overall,0.497,0.3893,0.5538,moderate,low,moderate,15
SOM,Somalia,2014,Overall,0.4983,0.3962,0.551,moderate,low,moderate,15
SOM,Somalia,2015,Overall,0.5357,0.4022,0.5668,moderate,moderate,moderate,15
SOM,Somalia,2016,Overall,0.5454,0.383,0.5812,moderate,low,moderate,15
SOM,Somalia,2017,Overall,0.5091,0.3637,0.5727,moderate,low,moderate,16
SOM,Somalia,2018,Overall,0.5077,0.3374,0.5852,moderate,low,moderate,16
SOM,Somalia,2019,Overall,0.5327,0.3424,0.5952,moderate,low,moderate,16
SOM,Somalia,2020,Overall,0.5694,0.3271,0.6211,moderate,low,high,16
SOM,Somalia,2021,Overall,0.5592,0.3483,0.6055,moderate,low,high,16
SOM,Somalia,2022,Overall,0.5537,0.3495,0.6021,moderate,low,high,16
SOM,Somalia,2023,Overall,0.5632,0.3449,0.6092,moderate,low,high,16
SOM,Somalia,2024,Overall,0.4177,0.3444,0.5367,moderate,low,moderate,16
PSE,State of Palestine,2005,Climate,0.2081,0.4181,0.395,low,moderate,low,2
PSE,State of Palestine,2006,Climate,0.2641,0.4373,0.4134,low,moderate,moderate,2
PSE,State of Palestine,2007,Climate,0.2066,0.4614,0.3726,low,moderate,low,2
PSE,State of Palestine,2008,Climate,0.2347,0.4855,0.3746,low,moderate,low,2
PSE,State of Palestine,2009,Climate,0.2322,0.5096,0.3613,low,moderate,low,2
PSE,State of Palestine,2010,Climate,0.2084,0.6137,0.2973,low,high,low,2
PSE,State of Palestine,2011,Climate,0.1929,0.6193,0.2868,very low,high,low,2
PSE,State of Palestine,2012,Climate,0.1874,0.5827,0.3024,very low,moderate,low,2
PSE,State of Palestine,2013,Climate,0.1755,0.5687,0.3034,very low,moderate,low,2
PSE,State of Palestine,2014,Climate,0.181,0.6085,0.2863,very low,high,low,2
PSE,State of Palestine,2015,Climate,0.1711,0.5847,0.2932,very low,moderate,low,2
PSE,State of Palestine,2016,Climate,0.1756,0.5998,0.2879,very low,moderate,low,2
PSE,State of Palestine,2017,Climate,0.1625,0.5892,0.2866,very low,moderate,low,2
PSE,State of Palestine,2018,Climate,0.1699,0.5725,0.2987,very low,moderate,low,2
PSE,State of Palestine,2019,Climate,0.1628,0.5299,0.3164,very low,moderate,low,2
PSE,State of Palestine,2020,Climate,0.1639,0.4974,0.3333,very low,moderate,low,2
PSE,State of Palestine,2021,Climate,0.1455,0.5225,0.3115,very low,moderate,low,2
PSE,State of Palestine,2022,Climate,0.1322,0.5225,0.3048,very low,moderate,low,2
PSE,State of Palestine,2023,Climate,0.1118,0.5225,0.2947,very low,moderate,low,2
PSE,State of Palestine,2024,Climate,0.1269,0.5225,0.3022,very low,moderate,low,2
PSE,State of Palestine,2005,Conflict,0.348,0.5764,0.3858,low,moderate,low,6
PSE,State of Palestine,2006,Conflict,0.3605,0.5933,0.3836,low,moderate,low,6
PSE,State of Palestine,2007,Conflict,0.3651,0.5641,0.4005,low,moderate,moderate,6
PSE,State of Palestine,2008,Conflict,0.3726,0.557,0.4078,low,moderate,moderate,6
PSE,State of Palestine,2009,Conflict,0.3673,0.611,0.3781,low,high,low,6
PSE,State of Palestine,2010,Conflict,0.368,0.6073,0.3803,low,high,low,6
PSE,State of Palestine,2011,Conflict,0.3753,0.5839,0.3957,low,moderate,low,6
PSE,State of Palestine,2012,Conflict,0.3798,0.5829,0.3985,low,moderate,low,6
PSE,State of Palestine,2013,Conflict,0.2867,0.5781,0.3543,low,moderate,low,6
PSE,State of Palestine,2014,Conflict,0.4449,0.584,0.4304,moderate,moderate,moderate,6
PSE,State of Palestine,2015,Conflict,0.3654,0.5801,0.3927,low,moderate,low,6
PSE,State of Palestine,2016,Conflict,0.4462,0.5792,0.4335,moderate,moderate,moderate,6
PSE,State of Palestine,2017,Conflict,0.3412,0.5777,0.3817,low,moderate,low,6
PSE,State of Palestine,2018,Conflict,0.431,0.6308,0.4001,moderate,high,moderate,5
PSE,State of Palestine,2019,Conflict,0.4349,0.4193,0.5078,moderate,moderate,moderate,6
PSE,State of Palestine,2020,Conflict,0.4493,0.4208,0.5143,moderate,moderate,moderate,6
PSE,State of Palestine,2021,Conflict,0.4422,0.41,0.5161,moderate,moderate,moderate,6
PSE,State of Palestine,2022,Conflict,0.4355,0.4075,0.514,moderate,moderate,moderate,6
PSE,State of Palestine,2023,Conflict,0.3579,0.414,0.472,low,moderate,moderate,6
PSE,State of Palestine,2024,Conflict,0.2918,0.4011,0.4453,low,moderate,moderate,6
PSE,State of Palestine,2005,Development,0.3797,0.4312,0.4743,low,moderate,moderate,8
PSE,State of Palestine,2006,Development,0.3928,0.2879,0.5525,low,low,moderate,8
PSE,State of Palestine,2007,Development,0.3976,0.3228,0.5374,low,low,moderate,8
PSE,State of Palestine,2008,Development,0.4461,0.3727,0.5367,moderate,low,moderate,8
PSE,State of Palestine,2009,Development,0.4027,0.42,0.4914,moderate,moderate,moderate,8
PSE,State of Palestine,2010,Development,0.3903,0.399,0.4957,low,low,moderate,8
PSE,State of Palestine,2011,Development,0.3953,0.4277,0.4838,low,moderate,moderate,8
PSE,State of Palestine,2012,Development,0.4115,0.3842,0.5136,moderate,low,moderate,8
PSE,State of Palestine,2013,Development,0.3975,0.3639,0.5168,low,low,moderate,8
PSE,State of Palestine,2014,Development,0.4148,0.3044,0.5552,moderate,low,moderate,8
PSE,State of Palestine,2015,Development,0.4208,0.3416,0.5396,moderate,low,moderate,8
PSE,State of Palestine,2016,Development,0.4207,0.4137,0.5035,moderate,moderate,moderate,8
PSE,State of Palestine,2017,Development,0.4337,0.3196,0.557,moderate,low,moderate,8
PSE,State of Palestine,2018,Development,0.4503,0.3103,0.57,moderate,low,moderate,8
PSE,State of Palestine,2019,Development,0.4499,0.3148,0.5675,moderate,low,moderate,8
PSE,State of Palestine,2020,Development,0.4571,0.1685,0.6443,moderate,very low,high,8
PSE,State of Palestine,2021,Development,0.482,0.3813,0.5503,moderate,low,moderate,8
PSE,State of Palestine,2022,Development,0.4844,0.3496,0.5674,moderate,low,moderate,8
PSE,State of Palestine,2023,Development,0.4799,0.2821,0.5989,moderate,low,moderate,8
PSE,State of Palestine,2024,Development,0.4121,0.1575,0.6273,moderate,very low,high,8
PSE,State of Palestine,2005,Overall,0.3119,0.4752,0.4184,low,moderate,moderate,16
PSE,State of Palestine,2006,Overall,0.3392,0.4395,0.4498,low,moderate,moderate,16
PSE,State of Palestine,2007,Overall,0.3231,0.4495,0.4368,low,moderate,moderate,16
PSE,State of Palestine,2008,Overall,0.3511,0.4717,0.4397,low,moderate,moderate,16
PSE,State of Palestine,2009,Overall,0.3341,0.5135,0.4103,low,moderate,moderate,16
PSE,State of Palestine,2010,Overall,0.3222,0.54,0.3911,low,moderate,low,16
PSE,State of Palestine,2011,Overall,0.3211,0.5437,0.3887,low,moderate,low,16
PSE,State of Palestine,2012,Overall,0.3262,0.5166,0.4048,low,moderate,moderate,16
PSE,State of Palestine,2013,Overall,0.2866,0.5036,0.3915,low,moderate,low,16
PSE,State of Palestine,2014,Overall,0.3469,0.4989,0.424,low,moderate,moderate,16
PSE,State of Palestine,2015,Overall,0.3191,0.5021,0.4085,low,moderate,moderate,16
PSE,State of Palestine,2016,Overall,0.3475,0.5309,0.4083,low,moderate,moderate,16
PSE,State of Palestine,2017,Overall,0.3124,0.4955,0.4085,low,moderate,moderate,16
PSE,State of Palestine,2018,Overall,0.3504,0.5045,0.4229,low,moderate,moderate,15
PSE,State of Palestine,2019,Overall,0.3492,0.4213,0.4639,low,moderate,moderate,16
PSE,State of Palestine,2020,Overall,0.3568,0.3622,0.4973,low,low,moderate,16
PSE,State of Palestine,2021,Overall,0.3566,0.4379,0.4593,low,moderate,moderate,16
PSE,State of Palestine,2022,Overall,0.3507,0.4265,0.4621,low,moderate,moderate,16
PSE,State of Palestine,2023,Overall,0.3166,0.4062,0.4552,low,moderate,moderate,16
PSE,State of Palestine,2024,Overall,0.2769,0.3604,0.4583,low,low,moderate,16
SDN,Sudan,2005,Climate,0.7743,,0.7743,high,,high,1
SDN,Sudan,2006,Climate,0.742,,0.742,high,,high,1
SDN,Sudan,2007,Climate,0.832,,0.832,very high,,very high,1
SDN,Sudan,2008,Climate,0.844,,0.844,very high,,very high,1
SDN,Sudan,2009,Climate,0.7814,,0.7814,high,,high,1
SDN,Sudan,2010,Climate,0.7135,,0.7135,high,,high,1
SDN,Sudan,2011,Climate,0.7135,,0.7135,high,,high,1
SDN,Sudan,2012,Climate,0.7135,0.0,0.8567,high,very low,very high,2
SDN,Sudan,2013,Climate,0.7135,0.0,0.8567,high,very low,very high,2
SDN,Sudan,2014,Climate,0.7439,0.0,0.8719,high,very low,very high,2
SDN,Sudan,2015,Climate,0.7322,0.0,0.8661,high,very low,very high,2
SDN,Sudan,2016,Climate,0.7368,0.0,0.8684,high,very low,very high,2
SDN,Sudan,2017,Climate,0.7415,0.0,0.8708,high,very low,very high,2
SDN,Sudan,2018,Climate,0.5123,0.0,0.7562,moderate,very low,high,2
SDN,Sudan,2019,Climate,0.4702,0.0,0.7351,moderate,very low,high,2
SDN,Sudan,2020,Climate,0.4749,0.0,0.7375,moderate,very low,high,2
SDN,Sudan,2021,Climate,0.4702,0.0,0.7351,moderate,very low,high,2
SDN,Sudan,2022,Climate,0.6152,0.0,0.8076,high,very low,very high,2
SDN,Sudan,2023,Climate,0.7059,0.0,0.8529,high,very low,very high,2
SDN,Sudan,2024,Climate,0.5166,0.0,0.7583,moderate,very low,high,2
SDN,Sudan,2005,Conflict,0.4774,0.3188,0.5793,moderate,low,moderate,7
SDN,Sudan,2006,Conflict,0.5882,0.3206,0.6338,moderate,low,high,7
SDN,Sudan,2007,Conflict,0.4952,0.3347,0.5803,moderate,low,moderate,7
SDN,Sudan,2008,Conflict,0.5892,0.3579,0.6157,moderate,low,high,7
SDN,Sudan,2009,Conflict,0.5861,0.3708,0.6077,moderate,low,high,7
SDN,Sudan,2010,Conflict,0.5977,0.3533,0.6222,moderate,low,high,7
SDN,Sudan,2011,Conflict,0.6822,0.3587,0.6617,high,low,high,7
SDN,Sudan,2012,Conflict,0.5988,0.3671,0.6158,moderate,low,high,7
SDN,Sudan,2013,Conflict,0.661,0.366,0.6475,high,low,high,7
SDN,Sudan,2014,Conflict,0.6629,0.359,0.652,high,low,high,7
SDN,Sudan,2015,Conflict,0.6568,0.2934,0.6817,high,low,high,7
SDN,Sudan,2016,Conflict,0.6653,0.2734,0.696,high,low,high,7
SDN,Sudan,2017,Conflict,0.6323,0.286,0.6731,high,low,high,7
SDN,Sudan,2018,Conflict,0.6181,0.2602,0.6789,high,low,high,7
SDN,Sudan,2019,Conflict,0.6104,0.2677,0.6713,high,low,high,7
SDN,Sudan,2020,Conflict,0.5932,0.2564,0.6684,moderate,low,high,7
SDN,Sudan,2021,Conflict,0.6193,0.2524,0.6835,high,low,high,7
SDN,Sudan,2022,Conflict,0.629,0.2374,0.6958,high,low,high,7
SDN,Sudan,2023,Conflict,0.6248,0.1334,0.7457,high,very low,high,7
SDN,Sudan,2024,Conflict,0.3016,0.0789,0.6114,low,very low,high,7
SDN,Sudan,2005,Development,0.4123,0.2833,0.5645,moderate,low,moderate,8
SDN,Sudan,2006,Development,0.3883,0.3214,0.5334,low,low,moderate,8
SDN,Sudan,2007,Development,0.3919,0.3091,0.5414,low,low,moderate,8
SDN,Sudan,2008,Development,0.4033,0.2835,0.5599,moderate,low,moderate,8
SDN,Sudan,2009,Development,0.3902,0.2159,0.5872,low,low,moderate,9
SDN,Sudan,2010,Development,0.4014,0.2682,0.5666,moderate,low,moderate,9
SDN,Sudan,2011,Development,0.4071,0.191,0.6081,moderate,very low,high,9
SDN,Sudan,2012,Development,0.4119,0.1552,0.6284,moderate,very low,high,9
SDN,Sudan,2013,Development,0.4059,0.2554,0.5752,moderate,low,moderate,9
SDN,Sudan,2014,Development,0.3927,0.2838,0.5544,low,low,moderate,9
SDN,Sudan,2015,Development,0.3783,0.257,0.5606,low,low,moderate,9
SDN,Sudan,2016,Development,0.3737,0.2651,0.5543,low,low,moderate,9
SDN,Sudan,2017,Development,0.3703,0.2519,0.5592,low,low,moderate,9
SDN,Sudan,2018,Development,0.3743,0.2247,0.5748,low,low,moderate,9
SDN,Sudan,2019,Development,0.3718,0.2234,0.5742,low,low,moderate,9
SDN,Sudan,2020,Development,0.3762,0.2188,0.5787,low,low,moderate,9
SDN,Sudan,2021,Development,0.3764,0.2342,0.5711,low,low,moderate,9
SDN,Sudan,2022,Development,0.347,0.2226,0.5622,low,low,moderate,8
SDN,Sudan,2023,Development,0.3537,0.0858,0.634,low,very low,high,8
SDN,Sudan,2024,Development,0.3601,0.0744,0.6428,low,very low,high,8
SDN,Sudan,2005,Overall,0.5547,0.3011,0.6268,moderate,low,high,16
SDN,Sudan,2006,Overall,0.5728,0.321,0.6259,moderate,low,high,16
SDN,Sudan,2007,Overall,0.573,0.3219,0.6256,moderate,low,high,16
SDN,Sudan,2008,Overall,0.6122,0.3207,0.6457,high,low,high,16
SDN,Sudan,2009,Overall,0.5859,0.2933,0.6463,moderate,low,high,17
SDN,Sudan,2010,Overall,0.5709,0.3108,0.63,moderate,low,high,17
SDN,Sudan,2011,Overall,0.6009,0.2748,0.663,high,low,high,17
SDN,Sudan,2012,Overall,0.5747,0.1741,0.7003,moderate,very low,high,18
SDN,Sudan,2013,Overall,0.5935,0.2071,0.6932,moderate,low,high,18
SDN,Sudan,2014,Overall,0.5998,0.2143,0.6928,moderate,low,high,18
SDN,Sudan,2015,Overall,0.5891,0.1835,0.7028,moderate,very low,high,18
SDN,Sudan,2016,Overall,0.5919,0.1795,0.7062,moderate,very low,high,18
SDN,Sudan,2017,Overall,0.5814,0.1793,0.701,moderate,very low,high,18
SDN,Sudan,2018,Overall,0.5016,0.1616,0.67,moderate,very low,high,18
SDN,Sudan,2019,Overall,0.4841,0.1637,0.6602,moderate,very low,high,18
SDN,Sudan,2020,Overall,0.4814,0.1584,0.6615,moderate,very low,high,18
SDN,Sudan,2021,Overall,0.4886,0.1622,0.6632,moderate,very low,high,18
SDN,Sudan,2022,Overall,0.5304,0.1533,0.6885,moderate,very low,high,17
SDN,Sudan,2023,Overall,0.5615,0.0731,0.7442,moderate,very low,high,17
SDN,Sudan,2024,Overall,0.3928,0.0511,0.6708,low,very low,high,17
SYR,Syrian Arab Republic,2005,Climate,0.4724,0.0,0.7362,moderate,very low,high,2
SYR,Syrian Arab Republic,2006,Climate,0.4996,0.0,0.7498,moderate,very low,high,2
SYR,Syrian Arab Republic,2007,Climate,0.4529,0.0,0.7264,moderate,very low,high,2
SYR,Syrian Arab Republic,2008,Climate,0.4365,0.0,0.7182,moderate,very low,high,2
SYR,Syrian Arab Republic,2009,Climate,0.5309,0.0,0.7655,moderate,very low,high,2
SYR,Syrian Arab Republic,2010,Climate,0.4524,0.0,0.7262,moderate,very low,high,2
SYR,Syrian Arab Republic,2011,Climate,0.4807,0.0,0.7403,moderate,very low,high,2
SYR,Syrian Arab Republic,2012,Climate,0.5458,0.0,0.7729,moderate,very low,high,2
SYR,Syrian Arab Republic,2013,Climate,0.5849,0.0,0.7925,moderate,very low,high,2
SYR,Syrian Arab Republic,2014,Climate,0.626,0.0,0.813,high,very low,very high,2
SYR,Syrian Arab Republic,2015,Climate,0.7726,0.0,0.8863,high,very low,very high,2
SYR,Syrian Arab Republic,2016,Climate,0.7969,0.0,0.8984,high,very low,very high,2
SYR,Syrian Arab Republic,2017,Climate,0.9482,0.0,0.9741,very high,very low,very high,2
SYR,Syrian Arab Republic,2018,Climate,0.9101,0.0,0.9551,very high,very low,very high,2
SYR,Syrian Arab Republic,2019,Climate,0.9506,0.0,0.9753,very high,very low,very high,2
SYR,Syrian Arab Republic,2020,Climate,0.7615,0.0,0.8807,high,very low,very high,2
SYR,Syrian Arab Republic,2021,Climate,0.9023,0.0,0.9511,very high,very low,very high,2
SYR,Syrian Arab Republic,2022,Climate,1.0,0.0,1.0,very high,very low,very high,2
SYR,Syrian Arab Republic,2023,Climate,1.0,0.0,1.0,very high,very low,very high,2
SYR,Syrian Arab Republic,2024,Climate,1.0,0.0,1.0,very high,very low,very high,2
SYR,Syrian Arab Republic,2005,Conflict,0.4476,0.5413,0.4532,moderate,moderate,moderate,7
SYR,Syrian Arab Republic,2006,Conflict,0.4522,0.4862,0.483,moderate,moderate,moderate,7
SYR,Syrian Arab Republic,2007,Conflict,0.4542,0.4379,0.5082,moderate,moderate,moderate,7
SYR,Syrian Arab Republic,2008,Conflict,0.4563,0.4446,0.5059,moderate,moderate,moderate,7
SYR,Syrian Arab Republic,2009,Conflict,0.4518,0.4576,0.4971,moderate,moderate,moderate,7
SYR,Syrian Arab Republic,2010,Conflict,0.4912,0.4556,0.5178,moderate,moderate,moderate,7
SYR,Syrian Arab Republic,2011,Conflict,0.594,0.3804,0.6068,moderate,low,high,7
SYR,Syrian Arab Republic,2012,Conflict,0.9137,0.2885,0.8126,very high,low,very high,7
SYR,Syrian Arab Republic,2013,Conflict,0.8311,0.1597,0.8357,very high,very low,very high,7
SYR,Syrian Arab Republic,2014,Conflict,0.9066,0.2188,0.8439,very high,low,very high,7
SYR,Syrian Arab Republic,2015,Conflict,0.9125,0.2241,0.8442,very high,low,very high,7
SYR,Syrian Arab Republic,2016,Conflict,0.9167,0.237,0.8398,very high,low,very high,6
SYR,Syrian Arab Republic,2017,Conflict,0.913,0.1888,0.8621,very high,very low,very high,6
SYR,Syrian Arab Republic,2018,Conflict,0.9116,0.194,0.8588,very high,very low,very high,6
SYR,Syrian Arab Republic,2019,Conflict,0.8219,0.1927,0.8146,very high,very low,very high,6
SYR,Syrian Arab Republic,2020,Conflict,0.7189,0.1943,0.7623,high,very low,high,6
SYR,Syrian Arab Republic,2021,Conflict,0.6168,0.1954,0.7107,high,very low,high,6
SYR,Syrian Arab Republic,2022,Conflict,0.6063,0.1952,0.7055,high,very low,high,6
SYR,Syrian Arab Republic,2023,Conflict,0.6217,0.1939,0.7139,high,very low,high,6
SYR,Syrian Arab Republic,2024,Conflict,0.3245,0.1985,0.563,low,very low,moderate,6
SYR,Syrian Arab Republic,2005,Development,0.3012,0.3777,0.4618,low,low,moderate,8
SYR,Syrian Arab Republic,2006,Development,0.2948,0.3464,0.4742,low,low,moderate,8
SYR,Syrian Arab Republic,2007,Development,0.305,0.3599,0.4726,low,low,moderate,8
SYR,Syrian Arab Republic,2008,Development,0.3206,0.3557,0.4824,low,low,moderate,8
SYR,Syrian Arab Republic,2009,Development,0.3014,0.3743,0.4636,low,low,moderate,8
SYR,Syrian Arab Republic,2010,Development,0.3076,0.3694,0.4691,low,low,moderate,8
SYR,Syrian Arab Republic,2011,Development,0.3105,0.3188,0.4959,low,low,moderate,8
SYR,Syrian Arab Republic,2012,Development,0.3579,0.1213,0.6183,low,very low,high,8
SYR,Syrian Arab Republic,2013,Development,0.3918,0.0929,0.6494,low,very low,high,8
SYR,Syrian Arab Republic,2014,Development,0.4189,0.0854,0.6668,moderate,very low,high,8
SYR,Syrian Arab Republic,2015,Development,0.4383,0.1594,0.6394,moderate,very low,high,8
SYR,Syrian Arab Republic,2016,Development,0.6548,0.1113,0.7718,high,very low,high,7
SYR,Syrian Arab Republic,2017,Development,0.6249,0.1867,0.7191,high,very low,high,7
SYR,Syrian Arab Republic,2018,Development,0.5533,0.2168,0.6683,moderate,low,high,7
SYR,Syrian Arab Republic,2019,Development,0.5466,0.2092,0.6687,moderate,low,high,7
SYR,Syrian Arab Republic,2020,Development,0.7051,0.2027,0.7512,high,low,high,7
SYR,Syrian Arab Republic,2021,Development,0.6452,0.2096,0.7178,high,low,high,7
SYR,Syrian Arab Republic,2022,Development,0.4923,0.1869,0.6527,moderate,very low,high,7
SYR,Syrian Arab Republic,2023,Development,0.4915,0.1882,0.6516,moderate,very low,high,7
SYR,Syrian Arab Republic,2024,Development,0.4858,0.193,0.6464,moderate,very low,high,7
SYR,Syrian Arab Republic,2005,Overall,0.4071,0.3063,0.5504,moderate,low,moderate,17
SYR,Syrian Arab Republic,2006,Overall,0.4155,0.2775,0.569,moderate,low,moderate,17
SYR,Syrian Arab Republic,2007,Overall,0.404,0.2659,0.5691,moderate,low,moderate,17
SYR,Syrian Arab Republic,2008,Overall,0.4045,0.2668,0.5688,moderate,low,moderate,17
SYR,Syrian Arab Republic,2009,Overall,0.428,0.2773,0.5754,moderate,low,moderate,17
SYR,Syrian Arab Republic,2010,Overall,0.417,0.275,0.571,moderate,low,moderate,17
SYR,Syrian Arab Republic,2011,Overall,0.4617,0.2331,0.6143,moderate,low,high,17
SYR,Syrian Arab Republic,2012,Overall,0.6058,0.1366,0.7346,high,very low,high,17
SYR,Syrian Arab Republic,2013,Overall,0.6026,0.0842,0.7592,high,very low,high,17
SYR,Syrian Arab Republic,2014,Overall,0.6505,0.1014,0.7746,high,very low,high,17
SYR,Syrian Arab Republic,2015,Overall,0.7078,0.1279,0.79,high,very low,high,17
SYR,Syrian Arab Republic,2016,Overall,0.7895,0.1161,0.8367,high,very low,very high,15
SYR,Syrian Arab Republic,2017,Overall,0.8287,0.1252,0.8518,very high,very low,very high,15
SYR,Syrian Arab Republic,2018,Overall,0.7917,0.1369,0.8274,high,very low,very high,15
SYR,Syrian Arab Republic,2019,Overall,0.773,0.134,0.8195,high,very low,very high,15
