country_iso3,country_name,indicator_id,indicator_label,pathway,theme,risk_measure,variable,unit,higher_is_worse,year,value,source_name,source_dataset,source_url,retrieved_at
SDN,Sudan,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2001,1.27060641542063,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SDN,Sudan,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2002,1.75696490964984,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SDN,Sudan,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2003,3.02755363772427,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SDN,Sudan,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2004,3.89520661712666,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SDN,Sudan,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2005,5.39679909255987,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SDN,Sudan,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2006,4.73628616317176,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SDN,Sudan,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2007,3.70816746119964,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SDN,Sudan,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2008,4.15145547489334,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SDN,Sudan,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2009,4.69668447140859,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SDN,Sudan,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2010,3.66568582850374,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SDN,Sudan,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2011,3.40063890335216,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SDN,Sudan,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2012,3.84494436100468,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SDN,Sudan,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2013,3.74734779519329,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SDN,Sudan,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2014,1.8009130245808,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SDN,Sudan,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2015,1.91776873033635,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
